Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [MMS Treatment],Experimental Condition [Genotype],Comment [Gene Identifier],Comment [Gene Symbol],Channels
rad53-MMS-000384 PerkinElmer CellCarrier NEW,A1,Saccharomyces cerevisiae,NCBITaxon,4932,Untreated,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR176W,ECM5,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I14,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR126C,YLR126C,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I15,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YML028W,TSA1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I16,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR121C,RPL15B,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I17,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR143W-A,RPC10,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I18,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR497C,ITR1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I19,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR220W,CCC1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I2,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR080C,NAM7,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I20,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR205W,KTR3,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I3,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR007C,DSF2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I4,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR037C,MSN2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I5,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFR015C,GSY1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I6,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJL157C,FAR1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I7,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YER173W,RAD24,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I8,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL194W,DDC1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,I9,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR274W,CHK1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J1,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKL010C,UFD4,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J10,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOL061W,PRS5,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J11,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL155W,CLB3,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J12,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR006C,TSR3,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J13,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR265C,NEJ1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J14,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR239C,PEX21,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J15,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOL149W,DCP1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J16,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL053C,PBP4,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J17,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR151C,YGR151C,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J18,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL065W,AQR1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J19,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL020C,ULP1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J2,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR229C,RRP5,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J20,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR124W,CTR1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J3,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR224C,MRE11,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J4,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL249W,ZIP2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J5,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL084C,CDC27,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J6,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR192W,GYL1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J7,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR291W,YMR291W,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J8,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YER124C,DSE1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,J9,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YML085C,TUB1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K1,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL150C,INO80,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K10,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR348C,YDR348C,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K11,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR142W,BTN2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K12,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL209C,IPL1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K13,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR211C,AME1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K14,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR042W,YGR042W,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K15,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR066C,RTR2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K16,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR174C,YPR174C,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K17,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL026W,LSM2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K18,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR370C,MRS6,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K19,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL246C,RBD2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K2,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL172W,APC1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K20,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR142W,CHS7,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K3,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR369C,XRS2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K4,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR089W,YDR089W,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K5,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR058C,ASE1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K6,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR131C,ACE2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K7,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR137C,PSO2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K8,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YIL101C,XBP1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,K9,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL077W,APJ1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L1,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL242C,IQG1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L10,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFR028C,CDC14,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L11,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR264W,DSE3,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L12,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR439W,LRS4,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L13,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR075C,OPY2,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L14,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJL001W,PRE3,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L15,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL222C,EDC1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L16,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR121W,LSM12,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L17,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR363W-A,YLR363W-A,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L18,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL265W,DIP5,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L19,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL224C,SQS1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L2,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCL061C,MRC1,GFP:protein; RFP:cytoplasm
rad53-MMS-090384 PerkinElmer CellCarrier NEW,L20,Saccharomyces cerevisiae,NCBITaxon,4932,90 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR519W,FPR2,GFP:protein; RFP:cytoplasm
